id,Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,PetID,PhotoAmt,AdoptionSpeed
494,1,Poodle,12,179,0,1,6,0,0,2,1,1,1,1,1,1,0,41326,8b6c5cd067ada5f54ca5ffc7f7b5d896,0,d4b028ea8,7,2
495,2,Chicken And Beef,3,266,0,3,5,0,0,2,1,2,1,2,1,2,0,41326,346c8ef92f066d006e4c2209cbad48af,0,8520800b1,3,1
496,1,BERRY,48,128,0,2,5,0,0,1,1,1,1,1,1,1,0,41401,541c36d9913338ef636d8b5b99a2705a,0,7f8f45a35,1,2
497,2,Tu Ah,24,285,0,1,1,2,7,2,3,1,1,2,1,1,0,41326,fada8143513b74a6dbedb4a6dc8291ec,0,dd7ad37e7,1,1
498,1,Babie,76,20,0,2,1,2,7,2,2,1,1,2,1,1,0,41326,5c10628e55b62cdbf01d17b9912cd1ae,0,c92256e41,2,2
499,2,Percuma,2,266,0,2,1,6,7,1,2,3,3,3,1,1,0,41326,54fff04442893f2b4257246ed27542d6,0,caa9a4f53,1,3
500,2,Catty,30,243,0,2,6,7,0,2,2,2,2,2,1,1,0,41401,c248586a72f4ba1e89ea3da0e14242db,0,4ef431298,1,1
501,2,No Name,2,266,0,3,1,4,7,1,1,1,1,2,1,3,0,41326,6d4450db9ed0694270afb350bf5fdc0a,0,044548f89,4,2
502,1,FY-F-B4,1,307,0,2,1,0,0,2,2,2,2,2,1,1,0,41327,ba86004409dfbe41d6d72cc92a31439b,0,6c3a05812,1,3
503,1,,48,307,0,2,3,0,0,2,3,1,1,1,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,5d1fa8ddf,1,2
504,1,Kopi-O & Milo,9,307,307,3,1,2,0,2,1,1,1,2,1,2,30,41326,14f7cded4d85b326d0d66d29a294e39a,0,68cdd6d6b,3,2
505,1,Koji,12,307,0,2,7,0,0,2,3,1,1,1,1,1,0,41401,7eee95f731b609ded1d1ec69d14ec0de,0,1171c9a41,2,4
506,2,Hye...take Me Plss,6,266,0,2,1,2,7,1,1,1,1,1,1,3,0,41401,950faa2f1f8f9a959edc946ea8fe3224,0,f9994fbae,3,4
507,2,,1,266,0,1,1,7,0,2,1,2,1,2,1,1,0,41401,84e2289ae3a7f6a320835d637c7e82fd,0,67dbd5ed9,2,1
509,2,Bubble,18,266,0,1,3,7,0,1,1,1,1,3,1,1,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,cc25fb529,7,2
510,1,,1,307,0,1,1,2,7,2,1,2,2,2,1,1,0,41326,f0124541166e6000e54215914acfcef4,0,3db150833,1,3
511,1,,2,307,0,3,1,2,7,2,1,2,2,2,1,8,0,41326,5788b8639ed178795510a8cbe72ccc28,0,3b8b38508,8,3
512,1,,2,307,0,2,1,2,7,2,1,2,1,2,1,1,0,41326,4379e9a59ef5310ae81cb9dd46da9dc6,0,2e1d4e279,1,4
513,2,Ah Mao,132,266,0,2,1,2,0,2,1,1,1,1,1,1,0,41326,8f249aa58e29f16be754f494813c56df,0,f4f349714,1,3
515,1,Bonnie,84,152,218,1,2,3,0,1,1,3,3,3,1,1,0,41401,f4da6f00a29e389b79a90ec1496b6a34,0,c3cafb38c,1,4
516,1,K-12 Auntie Moca,48,307,0,2,2,0,0,2,2,3,3,3,1,1,0,41401,ee2747ce26468ec44c7194e7d1d9dad9,0,a6e902691,3,4
517,1,2F2M,2,307,0,3,1,2,5,2,1,2,1,2,1,4,0,41326,f45d8c72a87f27427cd28fc3cd2d7ce3,0,e3f841674,1,1
518,2,Tuah,12,264,264,1,3,0,0,2,3,1,3,3,1,1,0,41326,1e0b5a458b5b77f5af581d57ebf570b3,0,a6423eca8,5,1
519,1,B33,2,307,307,1,1,2,7,2,2,1,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,2cea63a41,5,1
521,2,Sugarbun Kitten  @Damansara!!,3,265,0,1,7,0,0,2,2,3,3,3,1,1,0,41326,caec5f11bed790c4ba4f4f7b32a38378,0,6c48c9154,1,1
522,1,Zoey -,60,218,0,2,2,7,0,1,2,1,1,3,1,1,0,41326,8da7c141394b47fdb96c392bda97e4eb,0,9a3c966a9,4,2
523,2,Charlie & Harry,2,266,0,1,3,6,0,1,1,2,1,2,1,2,0,41401,2c711fc92ce10361f5b624d5a9c1e139,0,ac49bdbdd,3,2
524,2,Misty,2,292,265,2,2,5,0,2,2,2,2,2,1,1,0,41401,f811de159444c96f3eb9a5a60c4f4d80,0,7fc640ad8,5,2
525,2,Anak Kucing Terbiar 02,1,266,0,2,2,7,0,1,1,2,2,2,1,1,0,41326,aa93f7a64b0c73be8d95d28fadf7094c,0,05252b175,4,4
526,1,George,7,307,0,1,1,0,0,2,1,1,1,2,1,1,0,41326,b508ca6430849586810779e69617699f,0,27104e464,1,4
527,1,Rambo,3,307,307,1,2,0,0,2,1,2,2,2,1,1,0,41326,95481e953f8aed9ec3d16fc4509537e8,0,da8a47785,3,1
528,2,Tiny,6,277,0,2,2,7,0,1,1,2,2,2,3,1,0,41401,7d7b705a69ee0699932cf8262f92ebf4,0,1aa3952c1,4,4
529,2,:+: 2 Months Female Kitty For Adoption :,2,266,0,2,1,6,7,1,1,2,2,2,1,1,0,41401,cda1b3fc5140fa0b40348238d4547491,0,8bac2d757,3,1
530,1,BLUE / POPO,3,307,0,2,2,5,0,2,1,1,1,2,1,1,0,41326,3ca325f1d711439ac5a94cfd3b1b0ea1,0,1ba11aaaa,3,2
531,1,Pixie,2,307,0,2,3,0,0,2,1,3,1,2,1,1,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,e5164d828,2,3
532,1,7 Kajang Puppies <<3 Females Left>>,2,307,0,2,1,2,7,2,2,2,2,2,1,8,0,41342,8315c972d03a2b7b2b57c67cddfb7735,0,a0dd85af0,8,1
533,1,Selampit 27,1,307,307,3,1,2,7,2,2,2,2,2,1,5,0,41326,93b9bd02cfbd0944686ceee8798b9eec,0,0392c0c81,4,4
534,1,Sheenie,4,141,307,2,1,5,0,2,2,1,1,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,fff24fcb5,2,1
535,1,Blessing,24,307,0,2,2,0,0,2,1,1,1,1,1,1,500,41326,21d5cfba20cb42817fdcbef36d6543c3,0,1195168b6,6,3
536,2,Tortie,2,265,0,2,1,2,4,2,2,2,1,2,2,1,0,41326,0cae011d957aeef23dc2f0482a62ed7a,0,9f7bf4f71,2,2
537,1,,24,307,0,2,2,0,0,3,2,3,3,3,1,1,0,41327,cac134c385c8dafbab554af1fab9fdd8,0,accca912b,3,4
539,2,,3,285,292,1,2,7,0,1,2,2,2,2,1,1,200,41401,e12c169309718b492263c874a1d7b88a,0,c2558c319,1,1
540,1,Baby Rosemary,1,307,307,2,1,2,7,2,1,2,2,2,1,1,0,41326,4d2400be2e2e78265f5c84345b7a3415,0,12d514ef2,8,2
541,2,Brave,2,266,0,1,3,7,0,2,1,2,2,2,1,1,200,41326,a042471e0f43f2cf707104a1a138a7df,0,3e2cc2690,5,2
542,2,"Boboy, Black And Friends",12,266,0,3,1,4,7,3,1,1,1,1,1,5,0,41401,b5950e3453c98daba8642f721ce85ba9,0,c5072890c,5,4
543,1,K-24 Captain Kips,12,307,152,1,3,0,0,1,1,1,1,1,1,1,0,41401,ee2747ce26468ec44c7194e7d1d9dad9,0,17e6747da,5,4
544,2,Chi Chi,3,266,0,1,1,6,0,2,1,2,1,2,1,1,0,41326,c3e16cd29166b21c5c6bea9229257714,0,1f7d6b89e,2,3
545,1,4 Female Puppies,2,307,307,2,1,2,0,2,1,2,1,2,1,4,0,41327,4f730224c4425d230360cd399ff6cf13,0,0052dcf47,3,4
546,1,Rescued Puppies,1,307,0,2,1,2,0,2,1,2,2,2,1,2,0,41326,964f5c3542cfb0793f3522e739a67ea6,0,cdb855a69,5,3
547,1,Max,72,152,0,1,2,0,0,1,1,1,1,2,2,1,0,41326,625583ed235ba0403552ae313ce0d9fe,0,6f93a41c5,4,4
548,2,Willy,2,266,0,1,6,7,0,1,1,3,3,3,1,1,0,41326,2f47547438be75b9fb2ecb4679b043af,0,23d2b8824,3,1
549,1,Mylo,1,307,0,1,1,2,7,2,1,1,1,2,1,1,100,41330,994fadc56839adcf9a104673e6160dee,0,dc56ff89a,2,1
550,1,BRUNO,36,44,307,1,1,2,7,3,1,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,23379775f,10,3
551,1,Rusty,3,307,0,2,2,0,0,2,1,3,3,2,1,1,0,41326,eec2c55d1c5294f3fbc8089e3758d857,0,fca85f778,2,3
552,2,,2,266,0,2,4,6,7,1,1,3,3,3,1,3,0,41326,816a8b685d84098d66d5c052e029342e,0,2b3ec0f96,5,3
553,2,Nottie & Choomi,24,266,0,2,1,4,6,3,1,1,1,1,1,2,0,41326,d19016e1d7260a16b988b2bb24b1b8d6,6,a9bfec3ba,11,4
554,2,Whiskers,11,266,0,1,5,0,0,2,1,1,1,1,1,1,100,41326,1470df093c280f9c9c90ccc2f8d44f27,0,8885f346b,6,4
555,2,Pearl & Her Kitties,12,264,0,3,1,6,7,2,2,2,2,2,1,6,0,41326,334e15a8e35b284216ebb5be260a80ca,0,33d3738f6,6,2
556,1,Raju,3,307,0,1,1,0,0,1,2,3,3,3,1,1,0,41401,a439ae920fab142f26afe66444654a29,0,87f4ea65f,2,4
557,2,Unnamed,12,265,0,3,1,7,0,1,2,2,2,2,1,2,0,41326,ca58077c7cd1124f91f76ec54937aaea,0,edf0ff7e4,3,4
558,2,Chester(Retired Male Bengal),60,247,0,1,1,2,3,3,1,1,1,1,1,1,200,41326,e2c168ca09301ccdf430909eb7332c5a,0,bebab9790,2,1
559,2,Chiko,1,265,0,2,1,7,0,1,2,2,1,2,1,1,0,41335,01324415629b56298d9756e3b6f8b2ba,0,f17d4ab32,10,4
560,1,Paris & London,2,218,307,2,1,2,5,2,1,2,1,2,1,2,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,97dc6aa32,5,3
561,2,Pets + Strays: Blue Eyed Beauty Etc,6,266,0,2,3,4,7,3,1,1,1,2,1,1,0,41401,90569c3f7cb0af35cba5dac82c0ac9d7,0,489d05a55,3,3
562,2,Browny,3,299,0,1,2,0,0,2,1,3,3,3,1,1,0,41336,3e433618654eb478c2212a859902c975,0,51d8da535,3,2
563,1,Phoebe,2,307,0,1,2,3,5,2,2,2,1,3,1,1,0,41324,59dd5e67149bb16fade497f16f091194,0,bb4c6519d,1,4
564,2,Chocolate,2,247,265,1,3,7,0,1,1,2,2,2,1,1,0,41401,59de2a27de0d45ad9a3c3b21f618065b,0,9fceca5de,3,1
565,2,Lucky Kitten For Adoption,3,266,0,1,1,7,0,3,1,2,1,2,1,4,0,41401,58480ae51a11f93b653012776b4b8a3c,0,93849e2b5,4,4
566,2,Cik B,5,266,0,2,1,2,6,2,1,2,2,2,1,1,0,41401,5ae7fc4eea44360f22dc72156470e248,0,700a93465,1,2
567,1,Flea,24,75,228,1,1,2,5,2,2,1,1,1,1,1,200,41326,2864803699884df90ac135583b02ec70,0,d95eabfe9,2,2
568,1,6 Puppies,4,307,0,3,1,2,5,1,2,2,2,2,1,6,0,41326,45693d627ba33f56f4d228094fd4ae75,0,146d950bc,1,1
569,2,Samson,3,266,0,1,1,0,0,2,1,2,2,2,1,1,0,41401,3e7af740ebbb62b9f9263af775d1fa5f,0,439f040ed,3,4
570,2,Stripe,4,266,265,1,1,5,0,2,2,1,1,2,1,1,0,41327,95d916190a5dcb1efc91cd93e8de4c28,0,022d2d16e,3,3
571,2,Mike,19,266,266,1,6,0,0,2,1,1,1,1,1,2,0,41326,13733222f015ec6a0017c3c0527738ff,0,e0238b8c2,4,4
572,2,Cheese,2,265,283,2,3,7,0,2,2,2,1,2,1,1,50,41327,b0246797ca7f4b5c5211e7637a4aed9d,0,a5b5eccb6,2,1
573,1,Puppy!!,2,307,0,2,1,2,7,2,1,2,2,3,1,1,0,41326,c6e7768f24c297fb3b2c341286f95320,0,0b8614414,3,1
574,2,Grey,6,265,0,1,6,0,0,1,2,2,1,2,1,1,0,41326,82b0d2059772540d672ca9a9c4913090,0,6e3457b81,4,3
575,1,Mocha &Latte (can Be Renamed),2,189,307,1,1,5,0,3,2,2,2,2,1,2,100,41401,8e1939f6065348c7d186edef1ff3f3e1,0,20d4ea30e,3,3
576,1,Rachel,2,307,0,2,2,0,0,2,2,1,1,2,1,1,0,41326,95481e953f8aed9ec3d16fc4509537e8,0,f98750599,1,2
577,2,Cobey,12,299,0,1,3,0,0,3,1,1,1,1,1,1,50,41401,7e1f9582696d7b7875793f964c31f80f,0,2f346ac72,4,4
578,1,Johnny,11,307,0,1,5,0,0,2,1,1,1,1,1,1,0,41326,7b107e61f7d24a581e46e0abc4d2a7a7,0,fc9b4b692,2,4
579,2,"Nescafe, Coffee & Horlicks",2,247,265,2,1,2,6,1,2,2,2,2,1,3,0,41401,59de2a27de0d45ad9a3c3b21f618065b,0,ec7775c4f,7,0
580,1,Lady Amber,36,218,307,2,2,7,0,2,2,2,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,487abc5e1,7,4
581,2,Blancharte,12,266,0,2,6,7,0,2,1,3,3,1,1,1,0,41326,1565d406c559212ca01bba319c615c1f,0,06f523361,5,1
582,1,,1,307,0,2,5,0,0,2,2,3,3,3,1,2,0,41324,59dd5e67149bb16fade497f16f091194,0,5c66641a1,1,4
583,2,Disney,8,292,299,2,2,6,0,1,1,3,3,3,1,1,0,41401,07e43c5d6bec7545908f502d57333c5b,0,ed5f14fda,2,4
584,2,Wanda,24,266,266,2,5,0,0,1,1,1,1,3,1,1,0,41326,f36fd178794cba5cc1139fb678ceea5c,0,a23f0020a,2,2
585,2,Ivan,1,266,0,1,2,0,0,2,1,2,2,2,1,1,100,41401,878c5e61332877bd250ed9d488d1ec47,0,5a5463e17,6,2
586,1,Male Puppy,3,307,307,1,2,7,0,2,1,2,2,2,1,1,1,41327,4f730224c4425d230360cd399ff6cf13,0,518f86025,2,3
587,1,Ice,3,307,0,2,1,4,0,2,2,1,1,2,1,1,0,41326,acb8fe0f20cbc683032b2d8c2a90bab3,0,8dfe4da6a,8,4
588,2,Shatam & Tam Tam,2,285,266,3,1,2,0,3,2,2,2,2,1,2,50,41326,cf34fae29d2d20e305012fb8a08c7806,0,8c93a6e28,2,2
589,1,Marry,12,307,0,1,1,2,0,1,1,3,1,3,1,1,0,41327,fd970cc91d06d82eebf046340137b272,0,94bcf0199,3,2
590,1,Mint,8,307,0,1,2,0,0,2,1,1,1,1,1,1,0,41326,8b6c5cd067ada5f54ca5ffc7f7b5d896,0,e758e4c0c,9,2
592,2,Sleeping Beauty,2,264,265,2,1,6,7,2,2,2,1,2,1,1,50,41326,438a9bdce8ef4d5948fc40e422d34d0d,0,c69842c2a,7,3
593,2,Django,1,264,266,1,1,2,7,2,3,2,2,2,1,3,0,41326,67a21e57fe3882811f288cc798798336,0,fa07f7477,5,2
594,2,Mouse,12,299,0,1,3,5,0,2,1,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,09acd6b31,3,4
595,1,BB,6,141,307,2,1,0,0,2,2,1,3,3,1,1,0,41326,fd56228d5923ac349e3f754147a817c0,0,782eb0d9d,4,3
596,1,"Reagan,Polly,London, Roxanne",2,64,307,3,2,5,0,2,1,2,1,2,1,4,0,41326,a042471e0f43f2cf707104a1a138a7df,0,7fd7b7583,8,3
598,2,Tabby Girls And Boys,1,299,0,3,3,6,7,2,2,3,3,2,1,5,0,41326,923ad6932f839578a094df4685befdce,0,e9dc82251,2,2
599,2,,0,266,0,1,1,7,0,2,1,2,2,2,1,1,0,41401,39e7541593734c19d33b5164a4e9bf0d,0,2f19ac5ab,2,3
600,1,Tango,60,307,0,1,3,0,0,2,2,1,1,1,1,1,0,41326,e21aa4b6a3f8e2beaba4d8a27cbe2d5b,1,7687b7da2,4,4
601,1,Wanna Try Puppydum? Adopt 1!,0,307,0,3,2,5,0,2,1,2,2,2,1,10,0,41326,db37468644b7600f55f9c0bab40acf59,0,203e2bd3c,13,2
602,1,Shepp,2,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,6b0103c04,7,2
603,2,7 Cute Kittens For Free!,3,266,0,3,1,6,7,2,1,2,2,2,1,7,0,41326,61cb3565aa4b625ec8552aeb80746a18,0,3f936cb8a,14,2
604,2,Samm,3,266,0,1,1,0,0,2,1,2,2,2,1,1,0,41401,3e7af740ebbb62b9f9263af775d1fa5f,0,d0101e748,1,4
605,2,Mickey,2,264,0,1,1,7,0,2,2,2,2,2,1,1,0,41401,bb7e38ebd628443cefb56024635dd647,0,56583003c,3,4
606,1,Bonnie And Clyde,2,307,307,3,2,0,0,2,1,2,2,2,1,2,0,41401,3e7af740ebbb62b9f9263af775d1fa5f,0,f99a5e817,1,4
607,1,Bello,1,307,0,2,2,0,0,2,2,2,2,2,1,2,0,41332,0d635cb75d7c48b2da9fa0e47390b3aa,0,157e3e074,1,2
608,1,Prince,24,307,0,1,2,0,0,3,1,1,1,1,1,1,200,41326,feb121f2fcf463807654ff155255f847,0,68731378e,3,4
609,2,Ringo Star,10,266,0,2,1,7,0,2,2,2,2,2,1,1,0,41326,844018bf488f35cfa490c6307f710309,0,1e24f14d6,1,4
610,1,Cotton,2,307,0,2,1,0,0,2,1,1,1,2,1,1,0,41330,45ae4e72799ce0f2e3ab4d314a374b61,0,eb8aeff64,2,3
611,2,Tuxedo,1,285,264,1,1,7,0,3,3,2,2,2,1,1,50,41326,d718a8deb57887c6ee18b757484273c8,0,e9e06e3f6,3,2
612,1,Gizmo,60,75,0,1,2,0,0,1,3,1,1,1,1,1,150,41326,d430d25dc79887b929beb607d9952df2,0,79f8b048f,2,2
613,2,Little Pudding,1,266,0,1,2,3,4,2,1,2,2,2,1,1,15,41326,8f5fb37f32a030ce8d4ed627356afdd3,0,488bfc285,5,2
614,2,Oliver,4,266,299,1,1,6,7,2,1,1,1,2,1,1,100,41326,626713cb4a646aafea875347b2f13d35,0,5698c00e2,5,3
615,2,Inky Marcella Blossomfire,5,266,0,2,1,0,0,2,1,1,1,1,1,1,150,41326,4b1e01a95b1aa1fea3598f42c419b8ff,2,b5aa169b4,13,4
616,1,Kuning,7,307,0,2,4,7,0,2,1,1,1,1,1,1,100,41401,3937a695ba7235b85e725d270455f0c8,0,846e720dc,10,4
618,2,Singha,2,265,0,1,1,7,0,2,1,1,1,3,1,1,0,41401,095c46a3f95563ef6aeda2f59c77712d,0,1b87c512e,1,3
619,2,Opet,2,292,252,1,2,5,0,2,1,2,1,2,1,1,100,41326,95eab75701bfbddafb9e1e01e1ee9214,0,859bcc995,5,2
620,1,Roxie,2,307,0,2,1,2,0,2,1,3,3,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,9744dcc69,3,3
621,1,Sophia's Bunch,0,307,0,3,1,2,7,2,1,2,2,2,1,8,0,41326,8b6c5cd067ada5f54ca5ffc7f7b5d896,0,a2ae5fa7d,7,2
622,2,Tiger (White),1,266,265,2,7,0,0,1,2,2,2,2,1,1,0,41326,d0995859e6ae5d7eaf74fc77cd3521eb,0,445c703ff,4,2
623,1,Win-nie,2,307,218,2,1,2,0,2,1,2,2,2,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,b9d6b1488,2,2
624,1,Kimi,2,307,0,1,7,0,0,2,1,1,1,2,1,1,0,41326,a042471e0f43f2cf707104a1a138a7df,0,1ffb40e20,1,1
625,2,Champange,4,243,266,2,5,7,0,1,2,1,1,2,1,1,80,41326,fb711bcd4f1b0bc5898eb8ca3ed7f366,0,c0fe34d97,13,3
626,1,Miko,1,307,307,3,2,3,6,2,2,2,2,2,1,9,0,41330,d3c2944bc3863168fffc869360318672,0,1ee56e81a,11,4
627,2,Teddy,3,266,0,1,6,7,0,1,1,2,1,2,1,1,0,41401,3f25286cff6f07688fe567d8a42f6a4a,0,4e3e41b78,1,1
628,1,Stitchy,3,307,0,1,1,2,0,2,1,1,1,2,1,1,0,41326,55bc38b122aea92ac3cd50b51eb2e1d6,0,f4415e636,2,4
629,1,Daisy,60,205,307,2,1,2,6,1,2,3,1,3,2,1,100,41332,ab97cb730d9c568997fbaa27f25dc240,0,f91147e5f,3,4
630,2,DD,5,266,0,2,5,0,0,3,1,1,1,2,1,1,0,41326,c7031d72946eb669eb88d18aeb4297fa,0,406a1e534,5,2
631,2,Mimi,2,265,0,2,1,7,0,1,2,2,2,2,1,1,0,41401,12016361cd99cfcbced611d52cf71fce,0,648897870,1,1
632,1,Save ME OR I'll Die #33,12,307,0,3,2,0,0,2,2,3,3,3,1,4,0,41401,ee2747ce26468ec44c7194e7d1d9dad9,0,2418f7929,7,4
633,2,Black & White Kitten (LILA),2,277,0,2,1,7,0,2,1,2,1,2,1,1,0,41327,52796d04a7281246b51584240547937a,0,2f60db1f7,7,3
634,1,Cherry,2,307,307,2,2,0,0,2,1,2,1,2,1,1,0,41326,a042471e0f43f2cf707104a1a138a7df,0,0e4049f6d,6,2
635,2,Comat,14,299,0,1,3,0,0,3,1,2,1,1,1,1,0,41326,46c0b9faa6eff3646d7a67e55aa14c52,0,27268f547,5,2
636,2,Ginger,1,266,0,1,3,7,0,1,1,2,2,2,1,1,0,41326,74a59a83b26b242ede583d83ac26e103,0,113b2b57a,3,1
637,2,Musang Queen (MQ),8,266,0,2,6,7,0,2,1,3,3,3,1,1,0,41401,cda1b3fc5140fa0b40348238d4547491,0,d9c54752f,5,2
638,1,Kopi-O,3,307,0,2,1,0,0,1,1,1,1,2,1,1,100,41401,11783526f81702c1bcd23e46319c723d,0,daf1a8d08,2,4
639,1,Desa,8,307,0,1,1,2,4,2,2,1,1,1,1,1,0,41401,f0d495db245f6fd1771a5603511d2134,0,1ba69dec6,5,4
640,2,Monkey 3.0,6,265,266,2,1,2,0,1,2,1,1,1,1,1,30,41326,6f40a7acfad5cc0bb3e44591ea446c05,0,b744f152f,3,4
641,2,Three-color,1,266,0,2,1,4,7,1,1,2,2,2,1,1,0,41401,3937a695ba7235b85e725d270455f0c8,0,30908fb77,1,1
642,2,Digi,1,266,0,1,1,2,6,2,1,1,1,2,1,1,0,41401,0fddcc2044ae92f3f70fed837d35e1a6,0,beb3a6da0,2,1
643,2,ABOTT,18,266,0,1,7,0,0,2,1,2,1,1,1,1,0,41401,58480ae51a11f93b653012776b4b8a3c,0,e3897d3cb,1,4
644,1,Max,60,20,0,1,1,2,7,2,2,2,1,2,2,1,0,41401,20dda6ebaa2b05f660427356963a024d,0,cfe285c5f,5,1
645,1,Coconut,12,307,0,1,5,0,0,2,1,2,1,2,1,1,0,41326,7b107e61f7d24a581e46e0abc4d2a7a7,0,92caf1d01,3,4
646,1,Puppy,6,109,189,2,1,0,0,2,1,1,1,3,1,1,100,41326,c834405c336367c9987917c33de7d1ab,0,37bf6da18,1,1
647,1,Puppy,2,307,0,3,1,2,5,1,2,2,2,2,1,7,0,41401,ac03a910e00db94df1df1328f8594cb4,0,24d9b76ae,5,4
648,2,Leechi And Honey,2,265,0,3,1,6,0,1,2,2,2,2,1,2,0,41326,b2f9bc0d7fd636c7c6ee1d7bc5be7e9e,0,86953ea0b,5,4
649,2,Messy,2,292,264,2,1,4,0,1,2,2,3,2,1,1,0,41332,a70e47a0e68ad036f54afb8616f1067b,0,0162634c2,3,1
650,1,Lucy,2,307,0,2,3,0,0,2,1,2,1,2,1,1,0,41401,b91e5a6c12cc823deee77125c5fd038a,0,c0ca6dd73,1,2
651,1,,5,307,307,3,1,2,7,2,1,2,2,3,1,2,0,41326,2876dcfa7aced0084e5e7fd211e20e42,0,6f72c46b5,2,2
652,1,Cici,2,103,307,2,1,2,0,2,1,2,2,2,1,1,0,41401,3937a695ba7235b85e725d270455f0c8,0,c8fc0d746,1,2
653,1,To-To,24,141,0,1,1,7,0,3,2,1,1,2,1,1,0,41326,73f3774530fb75bef2f892b6c165be64,0,7b8924342,2,1
654,2,Bob & Marley,2,266,0,3,1,2,0,1,2,2,1,2,1,2,0,41401,0281939e9b9226c78bc02be92b86728f,0,5145f87a0,9,3
655,2,Cat & Kitten For Adoption,5,266,0,3,1,7,0,1,1,1,1,1,1,6,0,41326,35cfb3c7e90ca2cd21eebf64168b663a,0,e73038b62,5,4
656,1,Muffin & Cookie (Neutered),24,307,0,2,2,3,0,2,2,1,1,1,1,2,0,41327,6970137ea113decfdcf41f81b3e68568,0,b8bf2c090,21,4
657,1,Elton And Fifi,2,307,0,3,2,0,0,2,1,2,1,2,1,2,0,41326,766e18a2ca80fc62314f885ba1adc149,0,44bba906d,5,4
658,1,Blue Eyes,1,307,0,2,1,2,0,2,1,1,1,2,1,2,0,41401,c9417339f4428bfd810da30dd6e499b2,0,7d1d7a4f6,5,2
659,1,Lucky,2,307,307,1,7,0,0,2,2,2,2,2,1,1,0,41401,88da1210e021a5cf43480b074778f3bc,0,fbaec0999,3,1
660,2,Night,4,266,0,2,1,0,0,1,1,2,1,2,1,1,0,41401,c6fa60201b7ca135608d592d7ac19ec4,0,e936f5f63,6,2
661,1,"Chibi ã¡ã³",36,60,128,2,2,7,0,1,1,1,1,3,1,1,250,41326,d4a8b5e64cd89e2f055b505383a8ee7a,0,43b277272,6,3
662,1,Reebok And Nike,12,78,141,1,1,2,0,2,1,1,1,3,1,2,0,41327,cccb18b8f8b81862f9a1ebc65d651d22,0,36cc00cf3,2,3
663,2,Peppa,12,266,303,2,1,2,0,1,1,1,1,1,1,1,0,41326,5a60b3e485efdf4a18344c4cf14d02eb,0,4fc4ac031,7,3
664,2,Mummy And Three Kittens,2,266,0,3,1,2,0,2,1,2,2,2,1,4,0,41401,12ce384e351c281b7535bea947b64edb,0,d5a027e6c,5,2
665,1,Minnie,84,307,195,2,6,0,0,1,1,1,1,1,1,1,0,41326,ddb091ab66a6e93d60f5b29669573393,0,4bff9728d,1,1
666,2,2 Lovely Cats,4,266,0,1,1,6,7,2,2,2,2,2,1,2,0,41361,aea9822a75fda01db886273a3af3f29f,0,cd4b05b8c,2,4
667,1,Stella,7,109,109,2,2,0,0,3,3,1,1,2,1,1,500,41326,b53c34474d9e24574bcec6a3d3306a0d,0,77fa5cdd7,1,1
668,2,Black Snowshoe,2,296,266,2,1,7,0,2,1,2,1,2,1,1,50,41326,438a9bdce8ef4d5948fc40e422d34d0d,2,f253bd6aa,5,2
669,2,Nala & Peach,9,266,266,2,2,4,6,2,1,2,2,2,1,2,0,41326,803457cd3660dda694086b51a11a5a39,0,21493e6ea,8,4
670,2,Scarlett,1,266,0,2,4,5,7,2,1,2,1,2,1,1,0,41326,e62135526c27156b8479420aad166317,0,c5e4cfab0,3,2
671,2,Deaf,3,264,265,2,1,2,3,1,2,2,1,2,1,1,0,41326,ec10c9f7ac0c61ef6ad00764b3facdff,0,7667378df,2,4
672,2,Nonny & Boink Family,3,243,0,3,1,3,7,1,1,2,2,2,1,9,0,41326,4d0f4b83bd88ffe0dff2db53746f909b,0,d09835201,18,3
673,1,Save Me Or I'll Die #25,24,307,213,3,1,2,5,2,2,1,1,1,1,4,0,41401,ee2747ce26468ec44c7194e7d1d9dad9,0,a76983523,4,4
674,2,Leo & Lulu,4,265,0,3,6,7,0,1,2,2,2,2,1,2,40,41326,5757e387804391c904713ce77949ea13,0,b6637d165,1,1
675,1,Fluffy,1,307,307,2,1,0,0,2,3,1,1,2,1,1,0,41326,3b074cadd2350de62dca7056b9bab6f4,0,c60e6aff7,3,3
